f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,isDirty,errRule,errCol,pk
Sitvanit,Azadmanesh,F,479,994-9748,FORT SMITH,AR,72904,M,Y,65000,7.0,0,40,20,True,;Incorrect_Format,;rate,176576
Marla,Bernardeschi,M,305,876-4343,POMONA PARK,FL,32181,M,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,16881
Chengxiang,Boughanem,M,312,881-6870,AVON,IL,61415,M,Y,85000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,137487
Lily,Passafiume,M,337,414-6214,PLAQUEMINE,LA,70764,M,N,80000,6.0,0,9000,0,True,;Incorrect_Format,;rate,154785
Young,Alberti,F,479,714-1981,LA GRANGE,AR,72352,M,Y,40000,7.0,0,40,20,True,;Incorrect_Format,;rate,132591
Feniosky,Ghemri,F,225,491-9513,SIMMESPORT,LA,71369,S,N,65000,6.0,4500,0,0,True,;Incorrect_Format,;rate,121076
Baoquan,Rael,F,573,253-7728,CADET,MO,63630,S,N,55000,6.0,2100,0,0,True,;Incorrect_Format,;rate,110934
Jiaofeng,Salvail,F,769,959-7257,HORN LAKE,MS,38637,S,Y,20000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,64525
Aiguo,Passafiume,F,769,964-8030,LAUREL,MS,39440,M,N,5000,3.0,0,12000,0,True,;Incorrect_Format,;rate,170119
Jianlin,Leemis,F,309,253-5433,LEBANON,IL,62254,S,N,75000,3.0,2000,0,0,True,;Incorrect_Format,;rate,78008
Wenwey,Gerbig,F,775,369-7079,LAS VEGAS,NV,89128,S,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,50042
Sujal,Traupe,F,479,912-3799,MOUNT IDA,AR,71957,S,N,80000,7.0,20,0,0,True,;Incorrect_Format,;rate,193117
Yili,Fahnrich,M,502,713-7042,EARLINGTON,KY,42410,M,Y,80000,6.0,0,40,20,True,;Incorrect_Format,;rate,79482
Noela,L''Excellent,M,360,951-2738,SEATTLE,WA,98144,M,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,17139
ChingYen,Weiland,M,202,443-1624,WASHINGTON,DC,20555,S,Y,30000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,150085
Joep,Carro,F,830,993-4095,VOSS,TX,76888,M,N,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,35326
Xiaofei,Collatz,M,573,854-7123,ANNISTON,MO,63820,S,Y,60000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,32380
Wenke,Bruza,F,404,519-3932,DALLAS,GA,30157,M,Y,80000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,30197
Marcian,Hardavellas,F,903,854-4781,MUENSTER,TX,76252,M,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,191886
Curd,Vassallo,F,903,977-3493,MERIDIAN,TX,76665,M,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,178406
Zhang,Boydens,M,503,342-4993,PORTLAND,OR,97292,S,N,75000,9.0,159,0,0,True,;Incorrect_Format,;rate,14722
Corinna,Bilotta,M,253,522-3669,TACOMA,WA,98450,S,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,6375
Corine,Gubsky,M,731,994-8200,TULLAHOMA,TN,37388,S,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,53742
Somenath,Fussichen,M,229,707-2354,GILLSVILLE,GA,30543,M,N,40000,6.0,0,5400,0,True,;Incorrect_Format,;rate,16802
Bartlomiej,Farreny,F,773,687-8741,LA PRAIRIE,IL,62346,S,N,90000,3.0,2000,0,0,True,;Incorrect_Format,;rate,103408
Shoichi,Buy,M,971,739-4311,FLORENCE,OR,97439,M,N,25000,9.0,0,318,0,True,;Incorrect_Format,;rate,50894
Ashwini,Kogut,F,769,435-4332,GOODMAN,MS,39079,S,Y,30000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,62579
Klaudia,Purao,F,321,885-2938,CHOKOLOSKEE,FL,34138,S,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,43751
Vinko,Groz,M,304,595-2209,MORGANTOWN,WV,26501,M,N,10000,3.0,0,4000,0,True,;Incorrect_Format,;rate,145655
Yasumasa,Murillo,M,509,401-8663,DUVALL,WA,98019,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,67814
Vojislav,Graaf,M,770,128-2847,FARMINGTON,GA,30638,M,Y,30000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,27419
Beth,Flasterstein,F,251,281-7556,FLORALA,AL,36442,M,Y,25000,5.0,0,3000,300,True,;Incorrect_Format,;rate,85238
Ulfar,Gien,F,727,121-6234,FORT MEADE,FL,33841,S,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,93929
Guy,Becraft,F,254,932-4120,OLD GLORY,TX,79540,S,Y,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,100594
Chrisa,Mournier,M,202,871-9496,WASHINGTON,DC,20228,S,Y,90000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,31320
Upender,Sawyers,F,432,251-8583,TORNILLO,TX,79853,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,108042
Nguyen,Zahar,F,601,403-4586,ABBEVILLE,MS,38601,S,N,100000,5.0,6000,0,0,True,;Incorrect_Format,;rate,174151
Alfonz,Iisaku,M,425,154-2110,DEMING,WA,98244,M,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,83415
Xingong,Jussien,M,541,612-9265,WHITE CITY,OR,97503,M,N,75000,9.0,0,318,0,True,;Incorrect_Format,;rate,1957
Helmuth,Miksch,M,907,408-9988,COFFMAN COVE,AK,99918,S,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,100766
Timo,Abbas,M,501,215-2604,ONEIDA,AR,72369,M,N,50000,7.0,0,40,0,True,;Incorrect_Format,;rate,68304
Teemu,Chevallet,M,541,709-7092,HILLSBORO,OR,97124,S,Y,15000,9.0,159,0,159,True,;Incorrect_Format,;rate,123402
Kap,Keen,M,253,123-5233,DALLESPORT,WA,98617,S,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,167132
Oystein,Clo,M,803,989-1001,BETHERA,SC,29430,M,N,20000,7.0,0,6600,0,True,;Incorrect_Format,;rate,173199
Daniela,Kane,F,202,113-7059,WASHINGTON,DC,20433,S,Y,55000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,46973
Shengchang,Chilukuri,M,202,987-4481,WASHINGTON,DC,20522,M,Y,90000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,20722
Sadakazu,Nagahisa,F,307,195-7758,MOUNTAIN VIEW,WY,82939,M,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,54827
Gajendra,Sallet,F,660,708-8652,PURCELL,MO,64857,S,Y,45000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,72628
Gayle,Loizou,F,502,479-8269,MELBER,KY,42069,M,N,85000,6.0,0,40,0,True,;Incorrect_Format,;rate,103599
Etsujiro,Shiloh,F,770,680-8196,SAVANNAH,GA,31403,S,Y,20000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,154646
Yalin,Guttag,F,864,971-1919,LAKE CITY,SC,29560,S,N,30000,7.0,3300,0,0,True,;Incorrect_Format,;rate,151670
Candy,Kugelmass,F,573,423-8742,GIBBS,MO,63540,S,Y,55000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,55552
Shivaraman,Noga,F,816,314-6960,ETHEL,MO,63539,M,Y,55000,6.0,0,4200,1200,True,;Incorrect_Format,;rate,5150
Radenko,Mindt,M,253,388-6776,TACOMA,WA,98465,M,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,42195
Vikki,Majors,M,971,634-5398,SALEM,OR,97304,S,N,10000,9.0,159,0,0,True,;Incorrect_Format,;rate,136746
Cary,Shikarpur,F,775,945-2953,BOULDER CITY,NV,89006,S,Y,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,60362
Waeil,Bencivenga,F,954,344-9370,PENSACOLA,FL,32512,S,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,161865
Miche,Bedard,M,702,334-4027,LAS VEGAS,NV,89114,M,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,87465
Wagar,Palhang,M,907,656-3843,NIKISKI,AK,99635,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,137570
Avigdor,Lorcy,F,727,528-6217,SAINT PETERSBURG,FL,33736,S,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,90100
Supriya,Flouret,M,605,365-1736,TORONTO,SD,57268,S,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,95061
Andrea,Roison,F,865,328-3252,CEDAR GROVE,TN,38321,S,N,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,60703
Haj,Ginneken,F,801,584-8100,OGDEN,UT,84412,M,N,15000,7.0,0,4950,0,True,;Incorrect_Format,;rate,170879
Chaosheng,Veccia,M,337,877-4602,BATON ROUGE,LA,70884,S,N,60000,6.0,4500,0,0,True,;Incorrect_Format,;rate,168723
Lassaad,Powley,M,307,481-6869,SUPERIOR,WY,82945,S,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,60825
Yorick,Rande,F,971,551-1555,IMBLER,OR,97841,M,Y,85000,9.0,0,318,159,True,;Incorrect_Format,;rate,145932
Fadila,Dou,F,775,589-9794,MOAPA,NV,89025,S,N,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,71381
Jay,Wheeler,F,307,337-9263,LONETREE,WY,82936,M,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,196948
Adriano,Puryear,F,256,770-7136,DOZIER,AL,36028,M,Y,90000,5.0,0,3000,300,True,;Incorrect_Format,;rate,56428
Sieu,Aboulnaga,F,706,931-6804,LAGRANGE,GA,30241,S,N,20000,6.0,2700,0,0,True,;Incorrect_Format,;rate,52835
Jide,Heckroth,M,775,518-6885,DEETH,NV,89823,M,Y,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,184631
Aileen,Kelb,F,775,935-8028,CALIENTE,NV,89008,M,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,40443
Xinying,Krivanek,M,312,927-1904,PEORIA,IL,61656,M,N,95000,3.0,0,4000,0,True,;Incorrect_Format,;rate,60305
Stana,Gebele,M,682,170-3228,FORT WORTH,TX,76185,S,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,48437
DAIDA,Soundararajan,F,870,290-2210,HEBER SPRINGS,AR,72543,M,Y,35000,7.0,0,40,20,True,;Incorrect_Format,;rate,186412
Bryony,Gradel,M,702,420-9715,THE LAKES,NV,88905,S,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,97851
Anurag,Macnee,M,251,327-9389,GULF SHORES,AL,36542,S,N,70000,5.0,1500,0,0,True,;Incorrect_Format,;rate,58980
Durga,Stolovitch,M,202,864-3157,WASHINGTON,DC,20227,M,Y,80000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,190153
Mitsuhiko,Cox,M,971,169-4887,GRANTS PASS,OR,97527,M,Y,40000,9.0,0,318,159,True,;Incorrect_Format,;rate,106647
Jimena,Bail,F,253,189-2486,MESA,WA,99343,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,175056
Valentin,Remmers,F,541,707-2565,ARLINGTON,OR,97812,M,N,40000,9.0,0,318,0,True,;Incorrect_Format,;rate,155276
Mei,Placide,F,775,256-3470,OROVADA,NV,89425,M,N,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,80042
Jaihie,Oeltjen,F,605,266-2130,GOODWIN,SD,57238,S,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,86467
Hangju,Waern,M,806,520-5810,WHITEHOUSE,TX,75791,M,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,138308
Eero,Mosciatti,F,504,176-5944,NEW ORLEANS,LA,70187,M,Y,75000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,192617
Finn,Futaana,F,907,359-5199,FALSE PASS,AK,99583,S,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,23471
Kowen,Weissmarm,M,904,426-4231,TAMPA,FL,33661,S,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,43935
Hiroko,Cambanis,F,662,797-4304,JONESTOWN,MS,38639,M,Y,60000,5.0,0,12000,1500,True,;Incorrect_Format,;rate,311
Saroja,Graff,F,775,735-3004,HENDERSON,NV,89052,M,Y,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,1366
Andrea,Albicki,F,971,783-7744,HEBO,OR,97122,M,Y,80000,9.0,0,318,159,True,;Incorrect_Format,;rate,118871
Yacov,Skordev,M,307,887-4151,KAYCEE,WY,82639,S,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,194198
Vagan,Schkolnick,M,229,985-6094,WRIGHTSVILLE,GA,31096,M,N,50000,6.0,0,5400,0,True,;Incorrect_Format,;rate,39867
Maytham,Kameda,F,605,733-4378,CAVOUR,SD,57324,S,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,156096
Stabislas,Etoh,F,228,769-7989,QUITMAN,MS,39355,M,N,90000,5.0,0,12000,0,True,;Incorrect_Format,;rate,77212
Tevfik,Parameswaran,M,573,516-2323,ARMSTRONG,MO,65230,M,Y,80000,6.0,0,4200,1200,True,;Incorrect_Format,;rate,179715
Koushi,Bijlsma,M,801,947-6007,SALT LAKE CITY,UT,84103,M,Y,40000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,191401
Hideto,Flinn,F,912,683-3828,WAYCROSS,GA,31502,S,Y,80000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,20755
Hanmao,Carboni,M,865,467-4128,WATAUGA,TN,37694,M,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,150220
Toshiyuki,Lahlou,F,864,158-3614,ANDERSON,SC,29622,S,Y,50000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,73891
Baziley,Metais,M,907,759-4751,KING COVE,AK,99612,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,88948
Sumathi,Schmerl,F,660,315-1867,LADDONIA,MO,63352,M,N,100000,6.0,0,4200,0,True,;Incorrect_Format,;rate,130686
Krishnamurthy,Zedlitz,F,336,591-2288,LUMBERTON,NC,28358,S,N,5000,6.0,3300,0,0,True,;Incorrect_Format,;rate,18816
Mingshang,Perrone,M,605,198-2834,ALEXANDRIA,SD,57311,M,N,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,109250
Phenil,Rande,F,256,826-2292,ARAB,AL,35016,S,N,25000,5.0,1500,0,0,True,;Incorrect_Format,;rate,8673
Chirstian,Ogata,F,202,438-3448,WASHINGTON,DC,20013,S,N,100000,9.0,1370,0,0,True,;Incorrect_Format,;rate,41461
Hantak,Czapiewski,F,678,366-3720,ATTAPULGUS,GA,39815,S,N,95000,6.0,2700,0,0,True,;Incorrect_Format,;rate,92102
Kalle,Nagamachi,M,772,706-6803,PORT RICHEY,FL,34673,M,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,160396
Chandramouli,Geiger,M,304,846-5108,HINTON,WV,25951,M,Y,5000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,106445
Malcolm,Halper,F,435,881-9286,FAIRVIEW,UT,84629,S,Y,45000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,131985
Seyed,Aluru,M,425,196-9802,TACOMA,WA,98477,M,N,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,101999
Enea,Knightly,M,636,317-5435,NOVINGER,MO,63559,M,N,65000,6.0,0,4200,0,True,;Incorrect_Format,;rate,30962
Maiko,Cockrell,M,501,134-1843,BLEVINS,AR,71825,M,N,35000,7.0,0,40,0,True,;Incorrect_Format,;rate,174581
Erina,Cattrall,M,754,145-1520,BASCOM,FL,32423,M,N,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,4892
Madhav,Ketz,M,253,690-7039,WILBUR,WA,99185,M,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,57184
Shelley,Elhardt,F,307,303-1679,CROWHEART,WY,82512,S,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,158410
Zeljko,Calway,M,312,637-6053,GORHAM,IL,62940,S,Y,95000,3.0,2000,0,2000,True,;Incorrect_Format,;rate,116931
Jonathan,Lecce,F,636,565-4473,VALLES MINES,MO,63087,M,N,45000,6.0,0,4200,0,True,;Incorrect_Format,;rate,101002
Justin,Christianini,M,775,478-3601,RENO,NV,89502,S,N,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,151916
Zhiming,Carreras,F,907,934-1974,DELTA JUNCTION,AK,99737,M,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,156420
Jine,Lakshminarasimhan,M,636,727-4509,ANABEL,MO,63431,M,N,100000,6.0,0,4200,0,True,;Incorrect_Format,;rate,110976
Saulo,Metge,M,907,626-4068,HOLY CROSS,AK,99602,M,N,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,33284
Goodwin,Wolz,F,352,115-8688,SAINT AUGUSTINE,FL,32084,S,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,25351
Yasuro,Oostrum,F,971,304-1085,TERREBONNE,OR,97760,S,N,95000,9.0,159,0,0,True,;Incorrect_Format,;rate,143824
Daron,Raschle,F,847,449-4820,SAWYERVILLE,IL,62085,S,N,85000,3.0,2000,0,0,True,;Incorrect_Format,;rate,25735
Sariel,Hennebert,F,202,193-5210,WASHINGTON,DC,20501,S,Y,35000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,89651
Suely,Docter,F,770,857-2055,MARIETTA,GA,30090,S,N,100000,6.0,2700,0,0,True,;Incorrect_Format,;rate,164547
Sabrina,Zlatea,F,206,543-6244,GALVIN,WA,98544,S,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,95253
Meiliu,Biryukow,M,435,114-1567,ELSINORE,UT,84724,M,N,90000,7.0,0,4950,0,True,;Incorrect_Format,;rate,189617
Jagoda,Bellone,M,865,122-2369,CLARKSBURG,TN,38324,S,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,181797
Povl,Maelbrancke,F,708,206-9152,SCHAUMBURG,IL,60195,S,N,15000,3.0,2000,0,0,True,;Incorrect_Format,;rate,146235
Damodar,Botuscharov,M,478,479-6337,DILLARD,GA,30537,M,N,85000,6.0,0,5400,0,True,;Incorrect_Format,;rate,131942
Haleh,Bahr,F,253,889-2013,MOUNT VERNON,WA,98273,S,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,99711
Jinhua,Mungall,M,202,657-6751,WASHINGTON,DC,20469,S,Y,95000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,14431
Raz,Muhlen,M,843,672-3354,GREENVILLE,SC,29617,M,Y,30000,7.0,0,6600,3300,True,;Incorrect_Format,;rate,40750
Wubin,Justus,M,864,436-5099,COLUMBIA,SC,29212,S,N,85000,7.0,3300,0,0,True,;Incorrect_Format,;rate,23115
Zhimin,Blum,M,731,841-1538,SUMMITVILLE,TN,37382,M,Y,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,173001
Levan,Kruiskamp,M,337,362-2216,WINNFIELD,LA,71483,M,N,50000,6.0,0,9000,0,True,;Incorrect_Format,;rate,167253
Leandros,Picci,M,202,168-2246,WASHINGTON,DC,20408,M,Y,85000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,162778
Adnan,Lingard,F,931,911-3052,NASHVILLE,TN,37214,M,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,15472
Algimantas,Janousek,M,435,893-8796,ELBERTA,UT,84626,M,N,60000,7.0,0,4950,0,True,;Incorrect_Format,;rate,27128
Willard,Cagley,M,864,360-7856,COLUMBIA,SC,29201,M,Y,45000,7.0,0,6600,3300,True,;Incorrect_Format,;rate,119625
Suliman,Goss,F,864,478-4152,ORANGEBURG,SC,29116,S,Y,25000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,45960
Hyungjeong,Denny,M,702,830-5868,GOLDFIELD,NV,89013,M,Y,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,63121
Kazutaka,Dickey,F,479,574-6303,MORROW,AR,72749,S,N,65000,7.0,20,0,0,True,;Incorrect_Format,;rate,64560
Miranda,Rugge,F,334,570-3941,ELROD,AL,35458,M,Y,10000,5.0,0,3000,300,True,;Incorrect_Format,;rate,54259
Chenming,Abdulazizoglu,F,202,553-6982,WASHINGTON,DC,20395,M,N,65000,9.0,0,2740,0,True,;Incorrect_Format,;rate,171060
Czeslaw,Junior,F,769,627-7731,MC COOL,MS,39108,S,N,90000,5.0,6000,0,0,True,;Incorrect_Format,;rate,192372
Lillian,Lincoln,F,307,748-4147,COKEVILLE,WY,83114,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,125392
Xudong,Bazgan,F,702,341-4156,LAS VEGAS,NV,89142,S,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,128911
Jani,Simovici,M,636,399-6505,STEWARTSVILLE,MO,64490,S,N,25000,6.0,2100,0,0,True,;Incorrect_Format,;rate,66283
Graca,Bottoni,F,830,333-5264,GIRVIN,TX,79740,M,N,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,176209
Uno,Cusworth,M,907,790-8758,ALAKANUK,AK,99554,M,Y,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,140707
Minder,Dubhashi,M,803,900-4924,SUMMERVILLE,SC,29485,S,Y,70000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,8834
Mun,Balcer,M,941,218-4061,MIAMI,FL,33175,M,N,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,75830
Peiyuan,Poupard,F,504,991-9635,JENNINGS,LA,70546,M,Y,50000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,171037
Muneo,Jette,M,605,860-9696,BALTIC,SD,57003,M,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,110727
Klaas,Wode,F,502,199-7729,LOUISVILLE,KY,40222,M,N,85000,6.0,0,40,0,True,;Incorrect_Format,;rate,181727
Melissa,Redys,F,206,266-2657,AMBOY,WA,98601,S,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,40876
Ingar,Lakhani,M,423,138-6845,MEMPHIS,TN,38152,M,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,143540
Hiromi,Ro;dl,F,509,348-6003,TACOMA,WA,98445,S,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,57703
Noburu,Douligeris,M,432,465-6189,SEAGOVILLE,TX,75159,S,Y,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,40028
Laila,Schapire,M,404,114-1161,BUFORD,GA,30515,S,Y,65000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,11980
Umang,Roetter,M,605,259-1503,SIOUX FALLS,SD,57195,M,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,90863
Yanling,Pigeot,M,307,633-7320,LOST SPRINGS,WY,82224,S,N,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,99205
Lantzos,Badr,M,253,776-6528,LEAVENWORTH,WA,98826,S,N,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,125507
Geza,Shindo,F,803,659-7043,GREENVILLE,SC,29616,M,Y,65000,7.0,0,6600,3300,True,;Incorrect_Format,;rate,147577
Swarup,Arthur,F,605,957-1690,REE HEIGHTS,SD,57371,S,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,110822
Ammar,Viallet,F,573,783-4692,CHAMOIS,MO,65024,M,N,70000,6.0,0,4200,0,True,;Incorrect_Format,;rate,13679
Avishai,Eckstein,F,775,298-8986,PAHRUMP,NV,89041,M,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,143878
Pawan,Munke,M,432,602-4985,DALLAS,TX,75370,S,Y,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,158037
Spencer,Panadiwal,M,601,802-6350,MC NEILL,MS,39457,M,Y,60000,5.0,0,12000,1500,True,;Incorrect_Format,;rate,183913
Shinya,Erva,F,636,165-8707,AVILLA,MO,64833,S,N,20000,6.0,2100,0,0,True,;Incorrect_Format,;rate,40328
Nili,Canas,F,214,504-7942,FLINT,TX,75762,S,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,28884
Yukata,Tolva,M,662,252-4173,WEIR,MS,39772,M,N,15000,5.0,0,12000,0,True,;Incorrect_Format,;rate,142860
Pedro,Mahalingam,M,605,199-4008,BROOKINGS,SD,57006,M,N,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,13761
Matilde,Aritsugi,M,229,694-4674,FARMINGTON,GA,30638,S,Y,100000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,58826
Misako,Hazony,F,318,132-1887,MOREAUVILLE,LA,71355,S,N,90000,6.0,4500,0,0,True,;Incorrect_Format,;rate,99002
Mukkai,Druffel,M,605,478-1011,KENNEBEC,SD,57544,S,Y,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,546
Bedabrata,Esik,M,816,762-9497,PONCE DE LEON,MO,65728,M,Y,40000,6.0,0,4200,1200,True,;Incorrect_Format,;rate,146616
Roslyn,Matthys,F,601,184-6546,YAZOO CITY,MS,39194,M,Y,20000,5.0,0,12000,1500,True,;Incorrect_Format,;rate,170670
Bernad,Akazan,M,334,579-3967,NORTHPORT,AL,35476,M,Y,100000,5.0,0,3000,300,True,;Incorrect_Format,;rate,91944
Philippas,Gambosi,F,202,456-9617,WASHINGTON,DC,20577,M,Y,85000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,122320
Enver,Weidenbach,M,865,963-5386,OOLTEWAH,TN,37363,S,Y,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,58764
Mukesh,Koide,M,479,374-6879,MOSCOW,AR,71659,S,N,30000,7.0,20,0,0,True,;Incorrect_Format,;rate,116798
Deoraj,Aitken,F,605,529-4565,PHILIP,SD,57567,M,N,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,147955
Almira,Farrahi,M,803,775-6764,WALTERBORO,SC,29488,M,N,35000,7.0,0,6600,0,True,;Incorrect_Format,;rate,423
Atsuo,Takanami,F,901,518-3995,CLEVELAND,TN,37312,S,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,34895
Kabekode,Muharemagic,F,770,227-7722,SOCIAL CIRCLE,GA,30025,S,N,40000,6.0,2700,0,0,True,;Incorrect_Format,;rate,33608
Akiro,Wilk,M,907,843-4013,FALSE PASS,AK,99583,M,N,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,54132
Malu,Duran,M,702,820-2241,PAHRUMP,NV,89060,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,117916
Rohit,Mahapatra,F,870,451-5519,OXFORD,AR,72565,M,N,60000,7.0,0,40,0,True,;Incorrect_Format,;rate,169594
Jogesh,Ndiaye,M,435,663-2725,CIRCLEVILLE,UT,84723,S,N,85000,7.0,2475,0,0,True,;Incorrect_Format,;rate,26821
Honghui,Barnhill,M,425,620-2785,QUINAULT,WA,98575,S,Y,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,66337
Mayford,Fermuller,F,202,313-4191,WASHINGTON,DC,20504,S,Y,45000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,139375
Dekai,Eichenberger,M,786,678-7095,HOLLYWOOD,FL,33026,M,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,124272
Peihuang,Morisio,F,504,902-5943,SHREVEPORT,LA,71153,S,N,35000,6.0,4500,0,0,True,;Incorrect_Format,;rate,152473
Iordana,Hawkinson,M,630,327-1390,ORION,IL,61273,M,N,85000,3.0,0,4000,0,True,;Incorrect_Format,;rate,5316
