f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,pk
Siddhartha,Poupard,F,907,234-7044,CENTRAL,AK,99730,M,Y,70000,0.0,0,0,0,88549
Kendall,Nuzman,F,731,712-3921,MILTON,TN,37118,M,Y,25000,0.0,0,0,0,88573
Niraj,Garnsey,M,561,801-2805,PINELLAS PARK,FL,33781,S,N,40000,0.0,0,0,0,88576
Marlene,Hanafy,F,731,439-4777,LUTTS,TN,38471,S,Y,30000,0.0,0,0,0,88599
Hon,Koschke,F,307,646-7850,WAMSUTTER,WY,82336,M,Y,25000,0.0,0,0,0,88637
Reese,Wichaipanitch,F,307,838-8212,RELIANCE,WY,82943,S,N,5000,0.0,0,0,0,88747
Jeffery,Kiesler,M,775,964-3399,LAS VEGAS,NV,89109,M,N,5000,0.0,0,0,0,88781
Merrell,Ridgeway,M,541,982-1766,PORTLAND,OR,97231,S,Y,35000,9.0,159,0,159,88844
Masamichi,Takada,F,254,936-6498,BEDFORD,TX,76095,M,N,45000,0.0,0,0,0,88897
Jianli,Stolcke,M,202,217-5637,WASHINGTON,DC,20023,M,N,40000,9.0,0,2740,0,88947
Baziley,Metais,M,907,759-4751,KING COVE,AK,99612,S,Y,35000,0.0,0,0,0,88948
Rense,Clasen,F,312,708-8532,WOOSUNG,IL,61091,M,Y,75000,3.0,0,4000,2000,88973
Nobutoshi,Munch,M,816,250-4583,FORSYTH,MO,65653,M,N,55000,6.0,0,4200,0,89000
Pesech,Harnett,F,601,215-9698,PARCHMAN,MS,38738,S,Y,10000,5.0,6000,0,1500,89109
Catherine,Karasan,F,702,864-3775,LAS VEGAS,NV,89127,M,Y,5000,0.0,0,0,0,89156
Aleks,Czeck,M,307,873-7151,GROVER,WY,83122,M,N,20000,0.0,0,0,0,89244
Yohei,Imai,M,309,675-8306,TAMPICO,IL,61283,M,N,20000,3.0,0,4000,0,89252
Kalappa,Krischer,M,404,455-9430,MELDRIM,GA,31318,M,N,45000,6.0,0,5400,0,89336
Faiza,Nagamachi,M,702,723-7462,INDIAN SPRINGS,NV,89018,M,Y,40000,0.0,0,0,0,89344
Pieluigi,Melvin,F,859,674-8543,PRIMROSE,KY,41362,S,N,95000,6.0,20,0,0,89354
Nadeem,Reusch,M,509,576-4607,CHEWELAH,WA,99109,M,N,50000,0.0,0,0,0,89453
Deryck,Bertelsen,M,502,627-5303,SOMERSET,KY,42501,S,N,100000,6.0,20,0,0,89485
Vicent,Capani,M,562,106-4874,CHICO,CA,95927,M,N,5000,1.0,0,174,0,89534
Zakaria,Zviran,M,360,260-8538,TONASKET,WA,98855,S,N,30000,0.0,0,0,0,89585
Aspi,Saoudi,M,337,390-2116,GLENMORA,LA,71433,S,N,95000,6.0,4500,0,0,89621
Lenhart,Maassen,M,541,632-5429,BANDON,OR,97411,S,Y,60000,9.0,159,0,159,89647
Sariel,Hennebert,F,202,193-5210,WASHINGTON,DC,20501,S,Y,35000,9.0,1370,0,1370,89651
Shilpa,Lascarides,F,915,891-4232,AUSTIN,TX,78705,S,N,25000,0.0,0,0,0,89666
Naotake,Hashemian,F,830,314-5788,AUSTIN,TX,78767,S,N,85000,0.0,0,0,0,89709
Bandula,Ayani,F,501,138-8163,JESSIEVILLE,AR,71949,M,Y,60000,7.0,0,40,20,89768
Arnim,Enselme,M,605,147-8176,DELL RAPIDS,SD,57022,S,Y,75000,0.0,0,0,0,89884
Yarou,Bradac,M,605,156-5633,WALKER,SD,57659,S,N,45000,0.0,0,0,0,89939
Kshitij,Berild,F,907,444-5649,FAIRBANKS,AK,99709,S,Y,30000,0.0,0,0,0,89959
Stelios,Shimony,F,337,888-4526,NEW ORLEANS,LA,70163,M,N,100000,6.0,0,9000,0,89986
Manibrata,Gribomont,M,830,249-9718,LUBBOCK,TX,79499,S,N,80000,0.0,0,0,0,89988
IJsbrand,Kauffman,M,980,175-6621,CHINQUAPIN,NC,28521,S,Y,10000,6.0,3300,0,3300,90034
Harjinder,Pinotti,M,702,932-4672,HENDERSON,NV,89052,S,N,35000,0.0,0,0,0,90066
Uzi,Pilouk,M,985,415-8977,SAINT AMANT,LA,70774,S,Y,50000,6.0,4500,0,1000,90085
Marcelino,Piazza,F,503,663-6555,ASHLAND,OR,97520,S,Y,10000,9.0,159,0,159,90093
Avigdor,Lorcy,F,727,528-6217,SAINT PETERSBURG,FL,33736,S,N,20000,0.0,0,0,0,90100
Natalio,Wool,F,228,346-7777,PITTSBORO,MS,38951,S,Y,60000,5.0,6000,0,1500,90139
Zissis,Gramlich,F,864,514-8522,TOWNVILLE,SC,29689,M,Y,20000,7.0,0,6600,3300,90166
Qijia,Samarapungavan,F,606,224-3760,LOUISVILLE,KY,40209,S,Y,75000,6.0,20,0,20,90174
Yosihisa,Junkin,F,954,476-5513,ALTHA,FL,32421,S,N,90000,0.0,0,0,0,90263
Andee,Grillner,M,469,274-2157,LEANDER,TX,78646,S,N,90000,0.0,0,0,0,90303
Oystein,Verelst,M,314,737-7818,LOCKWOOD,MO,65682,M,N,85000,6.0,0,4200,0,90306
Soklei,Torelli,F,386,158-4385,FORT LAUDERDALE,FL,33314,S,Y,90000,0.0,0,0,0,90308
Yiwei,Ramanan,M,210,380-6887,VILLAGE MILLS,TX,77663,S,N,5000,0.0,0,0,0,90332
Dingchao,Seggelke,F,662,506-6759,RIENZI,MS,38865,M,Y,60000,5.0,0,12000,1500,90356
Gou,Griwodz,M,425,276-6495,FARMINGTON,WA,99128,M,N,50000,0.0,0,0,0,90420
Reini,Lubachevsky,M,360,729-3541,VANCOUVER,WA,98661,S,Y,30000,0.0,0,0,0,90450
Hein,Spalazzi,F,415,257-4818,WEST SACRAMENTO,CA,95798,S,Y,5000,1.0,87,0,272,90501
Firoz,Poletto,M,256,553-7306,FOSTERS,AL,35463,S,Y,50000,5.0,1500,0,300,90520
Gerlinde,Sirmakessis,F,971,690-5209,PORTLAND,OR,97292,M,N,90000,9.0,0,318,0,90549
Yakichi,Heisel,F,870,518-4491,BERGMAN,AR,72615,S,N,65000,7.0,20,0,0,90585
Galia,Bhavnani,M,605,271-1009,FAITH,SD,57626,M,Y,80000,0.0,0,0,0,90686
Aziz,Rohall,M,813,870-5264,JACKSONVILLE,FL,32203,S,Y,30000,0.0,0,0,0,90690
Ult,Trogemann,F,801,580-6799,ALPINE,UT,84004,M,N,25000,7.0,0,4950,0,90707
Munehiro,Maiocchi,F,256,146-7281,BAYOU LA BATRE,AL,36509,S,N,90000,5.0,1500,0,0,90730
Yingping,Iseli,F,605,260-8226,HERMOSA,SD,57744,S,Y,25000,0.0,0,0,0,90768
Sarantos,Bratvold,F,229,375-8017,JAKIN,GA,39861,M,N,75000,6.0,0,5400,0,90783
Cathleen,Handel,F,901,893-7560,LURAY,TN,38352,M,N,5000,0.0,0,0,0,90817
Yair,Ridley,M,253,584-1595,BELLEVUE,WA,98015,M,N,25000,0.0,0,0,0,90820
Shekar,Yokomizo,F,605,932-2466,WATAUGA,SD,57660,M,N,90000,0.0,0,0,0,90860
Umang,Roetter,M,605,259-1503,SIOUX FALLS,SD,57195,M,N,45000,0.0,0,0,0,90863
Peiyti,Lundelius,M,775,277-1759,WINNEMUCCA,NV,89445,S,N,80000,0.0,0,0,0,90964
Weichang,Tarantino,F,318,191-1172,GHEENS,LA,70355,S,Y,65000,6.0,4500,0,1000,90978
Ashok,Suessmith,M,870,376-1817,LITTLE ROCK,AR,72260,M,N,70000,7.0,0,40,0,90988
Kari,Bluthgen,M,417,947-6266,DES ARC,MO,63636,S,Y,65000,6.0,2100,0,1200,90992
Noga,Tempesti,M,801,699-4161,BOULDER,UT,84716,S,Y,95000,7.0,2475,0,2475,91063
Asha,Vassilakis,M,702,218-8369,LAS VEGAS,NV,89128,M,Y,100000,0.0,0,0,0,91174
Masyuki,Serra,F,217,526-8165,DONGOLA,IL,62926,S,Y,45000,3.0,2000,0,2000,91210
Ludger,Coombs,M,662,450-6758,DECATUR,MS,39327,M,Y,30000,5.0,0,12000,1500,91217
Souad,Nederhof,F,229,233-3844,MARIETTA,GA,30060,S,N,30000,6.0,2700,0,0,91245
Boyko,State,M,702,570-1563,SPARKS,NV,89441,S,N,95000,0.0,0,0,0,91247
Ozan,Genssler,F,847,486-6469,BARNHILL,IL,62809,M,Y,10000,3.0,0,4000,2000,91250
Donal,Priami,F,605,514-1518,DELMONT,SD,57330,M,N,50000,0.0,0,0,0,91271
Akiro,Jenevein,M,816,139-8854,ISABELLA,MO,65676,S,Y,15000,6.0,2100,0,1200,91277
Djordje,Niinomi,M,660,223-6143,MONTREAL,MO,65591,M,N,75000,6.0,0,4200,0,91298
Lama,Schnelling,M,432,389-8011,DALLAS,TX,75247,M,Y,100000,0.0,0,0,0,91300
Xiulin,Buttyan,F,843,132-5313,ROCK HILL,SC,29730,S,N,20000,7.0,3300,0,0,91328
Tzvi,Laohapipattana,F,501,241-1459,BERRYVILLE,AR,72616,M,Y,65000,7.0,0,40,20,91410
Marina,Matzat,M,425,185-8889,RONALD,WA,98940,M,N,40000,0.0,0,0,0,91417
Kiyoko,Jumpertz,M,770,227-4607,GAINESVILLE,GA,30506,M,Y,15000,6.0,0,5400,3000,91420
Milos,Jedlinsky,M,202,315-9804,WASHINGTON,DC,20239,M,Y,85000,9.0,0,2740,1370,91465
Ronni,Minio,M,307,146-5750,ELK MOUNTAIN,WY,82324,S,N,100000,0.0,0,0,0,91492
Ayla,Kain,M,314,680-7396,THEODOSIA,MO,65761,S,Y,60000,6.0,2100,0,1200,91512
Yucai,Crooks,M,214,962-8435,GREENVILLE,TX,75403,S,N,100000,0.0,0,0,0,91524
Hellmut,Peitgen,F,305,966-6940,MARCO ISLAND,FL,34145,M,Y,25000,0.0,0,0,0,91569
Evelyn,Conte,F,601,979-5426,LULA,MS,38644,S,N,35000,5.0,6000,0,0,91607
Daishiro,Weiermann,F,731,167-6150,HORNSBY,TN,38044,S,Y,35000,0.0,0,0,0,91620
Vishweshwar,Dupre,M,202,681-5045,WASHINGTON,DC,20009,M,Y,30000,9.0,0,2740,1370,91626
Bohdan,Scholtes,F,202,829-3047,WASHINGTON,DC,20015,M,Y,35000,9.0,0,2740,1370,91627
Yvonne,Leite,F,478,197-1787,LILLY,GA,31051,S,Y,15000,6.0,2700,0,3000,91638
Izumi,Leiba,F,775,273-5354,INCLINE VILLAGE,NV,89450,M,N,15000,0.0,0,0,0,91647
Galt,Iwatani,M,775,274-6829,CARSON CITY,NV,89711,S,Y,10000,0.0,0,0,0,91713
Mirka,Ulfberg,M,404,247-9570,CUTHBERT,GA,39840,M,N,15000,6.0,0,5400,0,91736
Rafal,Kocis,M,318,130-6790,ALEXANDRIA,LA,71307,S,N,10000,2.0,4500,0,0,91759
Jayme,Taff,M,907,450-8000,WASILLA,AK,99654,S,N,75000,0.0,0,0,0,91767
Chiharu,Pommert,M,985,601-9391,HESTER,LA,70743,S,Y,60000,6.0,4500,0,1000,91775
Peri,Dage,F,816,811-6956,DADEVILLE,MO,65635,M,Y,85000,6.0,0,4200,1200,91781
Violaine,Roure,F,803,483-9388,DUNCAN,SC,29334,S,Y,55000,7.0,3300,0,3300,91832
Sadeph,Leuchs,M,254,165-1664,PRESIDIO,TX,79845,M,N,10000,0.0,0,0,0,91855
Jaffa,Dearnley,M,919,329-5930,WASHINGTON,NC,27889,S,Y,5000,6.0,3300,0,3300,91858
German,Gardarin,M,502,707-1667,DEWITT,KY,40930,S,Y,90000,6.0,20,0,20,91867
Sidi,Fiutem,F,251,867-5437,MONTGOMERY,AL,36131,M,Y,50000,5.0,0,3000,300,91870
Haruaki,Kretser,F,202,744-4753,WASHINGTON,DC,20040,S,N,65000,9.0,1370,0,0,91877
Peternela,Lorys,F,270,730-2484,ISONVILLE,KY,41149,M,N,90000,6.0,0,40,0,91881
Hsiang,Abell,F,307,319-6716,KINNEAR,WY,82516,M,Y,5000,0.0,0,0,0,91941
Bernad,Akazan,M,334,579-3967,NORTHPORT,AL,35476,M,Y,100000,5.0,0,3000,300,91944
Sadayuki,Rychly,M,501,757-1558,TYRONZA,AR,72386,M,N,50000,7.0,0,40,0,91953
Wuudiann,Guillame,F,479,210-1592,JONESBORO,AR,72401,M,N,70000,7.0,0,40,0,91971
Weikang,Reghbati,F,803,815-4817,SUMMERVILLE,SC,29485,S,Y,100000,7.0,3300,0,3300,91982
Noppanunt,Bollman,F,971,747-7019,HILLSBORO,OR,97123,S,N,55000,9.0,159,0,0,92041
Jaynarayan,Bruha,M,706,814-8660,ATLANTA,GA,30331,M,Y,60000,6.0,0,5400,3000,92084
Ehud,Thall,M,731,993-6809,ONLY,TN,37140,M,Y,15000,0.0,0,0,0,92093
Hantak,Czapiewski,F,678,366-3720,ATTAPULGUS,GA,39815,S,N,95000,6.0,2700,0,0,92102
Tinne,Inamura,F,630,972-9379,EVANSTON,IL,60208,M,Y,75000,3.0,0,4000,2000,92126
Zhihong,Keen,F,202,186-9735,WASHINGTON,DC,20591,S,Y,60000,9.0,1370,0,1370,92205
Abdou,McCarl,M,509,923-8784,WENATCHEE,WA,98807,M,N,85000,0.0,0,0,0,92298
Keishi,Pagello,F,770,139-1844,COCHRAN,GA,31014,M,N,25000,6.0,0,5400,0,92343
Chandrasekhara,Mihara,M,270,149-2555,LOUISVILLE,KY,40215,S,N,80000,6.0,20,0,0,92450
Leslie,Mitchusson,F,605,907-1354,LEAD,SD,57754,S,Y,45000,0.0,0,0,0,92459
Yanghee,Stocker,F,307,846-7129,KEMMERER,WY,83101,S,N,40000,0.0,0,0,0,92530
Jaedong,Wodd,F,605,214-1377,HOT SPRINGS,SD,57747,S,Y,50000,0.0,0,0,0,92552
Kathrin,Adelstein,M,864,703-3354,ELLIOTT,SC,29046,M,N,60000,7.0,0,6600,0,92698
Prince,Walczak,F,907,253-7449,ANIAK,AK,99557,S,Y,70000,0.0,0,0,0,92742
Tanka,McCarl,M,435,226-5999,PLYMOUTH,UT,84330,M,Y,45000,7.0,0,4950,2475,92782
Yooshin,Zumaque,M,307,753-2031,DANIEL,WY,83115,M,N,55000,0.0,0,0,0,92821
Pertti,Meguro,M,636,437-7557,COLUMBIA,MO,65299,S,N,45000,6.0,2100,0,0,92830
Pankaj,Bullock,M,605,916-4864,HILL CITY,SD,57745,S,Y,50000,0.0,0,0,0,92899
Osnat,Lauterbach,M,334,314-6569,BOLIGEE,AL,35443,S,Y,40000,5.0,1500,0,300,92904
Anne,Barbosa,F,205,140-2369,MOUNT HOPE,AL,35651,M,N,50000,5.0,0,3000,0,92933
Lashon,Guil,M,971,571-4608,BUTTE FALLS,OR,97522,M,N,10000,9.0,0,318,0,92935
Ewing,Ledin,M,503,192-3633,DONALD,OR,97020,S,Y,60000,9.0,159,0,159,92956
Branson,Larcher,M,605,913-8720,AMHERST,SD,57421,S,Y,25000,0.0,0,0,0,93000
Hirendu,Matzov,F,224,306-7203,SAINT ELMO,IL,62458,M,Y,55000,3.0,0,4000,2000,93006
Taokuan,Mutlu,F,417,625-5328,DOE RUN,MO,63637,M,Y,40000,6.0,0,4200,1200,93138
Raschid,Faradzev,F,843,400-5241,JONESVILLE,SC,29353,M,N,75000,7.0,0,6600,0,93210
Karlhorst,Malama,M,702,960-7200,LAS VEGAS,NV,89120,S,Y,5000,0.0,0,0,0,93227
Samit,Naudin,F,314,773-9789,BARNETT,MO,65011,M,N,10000,6.0,0,4200,0,93312
Hirofumi,Philippsen,M,843,994-7048,CHARLESTON,SC,29414,M,N,90000,7.0,0,6600,0,93313
Galen,Ianov,M,228,523-7309,COAHOMA,MS,38617,M,N,95000,5.0,0,12000,0,93402
Byunggyu,Tall,M,816,808-1724,KANSAS CITY,MO,64112,M,N,65000,6.0,0,4200,0,93436
Michalis,Boizumault,F,864,205-7982,COLUMBIA,SC,29225,M,N,55000,7.0,0,6600,0,93439
Mahmut,Livari,M,501,698-9701,GATEWAY,AR,72733,M,Y,65000,7.0,0,40,20,93444
Kunsoo,Kaderali,F,228,824-7765,ENTERPRISE,MS,39330,S,Y,35000,5.0,6000,0,1500,93501
Keqin,Pitchumani,F,907,888-5642,SUTTON,AK,99674,S,Y,30000,0.0,0,0,0,93555
Leelanivas,Verloop,F,202,819-4041,WASHINGTON,DC,20251,S,Y,80000,9.0,1370,0,1370,93564
Arunabha,Lahiri,F,801,342-1322,LYNNDYL,UT,84640,M,Y,30000,7.0,0,4950,2475,93591
Neelam,Razborov,M,619,534-2330,CLEMENTS,CA,95227,M,Y,5000,1.0,0,174,272,93595
Jadwiga,Eck,F,206,461-4071,BUENA,WA,98921,S,Y,60000,0.0,0,0,0,93598
Erling,Vauclair,F,859,658-9954,KIRKSEY,KY,42054,M,N,75000,6.0,0,40,0,93635
Dhamir,Tabor,M,907,611-7893,NAKNEK,AK,99633,M,N,30000,0.0,0,0,0,93661
Seshashayee,Peac,M,202,504-8635,WASHINGTON,DC,20242,M,Y,85000,9.0,0,2740,1370,93730
Ramkrishna,Wold,M,863,553-9116,SARASOTA,FL,34276,S,Y,70000,0.0,0,0,0,93750
Yanjun,Chretien,F,907,149-4020,KENAI,AK,99611,M,Y,50000,0.0,0,0,0,93752
Mohamadou,Arbab,F,702,267-7890,LAS VEGAS,NV,89165,S,Y,100000,0.0,0,0,0,93766
Loan,Fosse,M,713,363-9107,CRANDALL,TX,75114,S,Y,25000,0.0,0,0,0,93769
Tokuyasu,Hodzic,F,307,552-5305,LUSK,WY,82225,M,Y,40000,0.0,0,0,0,93869
Jayesh,Noro,M,702,512-3782,LAS VEGAS,NV,89180,S,N,75000,0.0,0,0,0,93895
Shashi,Catto,F,843,226-1653,MYRTLE BEACH,SC,29572,M,N,45000,7.0,0,6600,0,93906
Setsuo,Minka,M,386,366-1900,DAYTONA BEACH,FL,32125,M,N,70000,0.0,0,0,0,93915
Ulfar,Gien,F,727,121-6234,FORT MEADE,FL,33841,S,N,60000,0.0,0,0,0,93929
Rana,Inza,F,754,792-4745,LAKE MONROE,FL,32747,M,N,75000,0.0,0,0,0,94033
Oksana,Oberhuber,F,435,759-6177,TORREY,UT,84775,S,Y,100000,7.0,2475,0,2475,94071
Aime,Dollas,F,504,749-1357,WATSON,LA,70786,S,N,90000,6.0,4500,0,0,94147
Pascale,Bruso,F,334,721-8471,SELMA,AL,36701,S,Y,35000,5.0,1500,0,300,94233
Haluk,Abe,F,217,915-9816,LA GRANGE PARK,IL,60526,M,Y,15000,3.0,0,4000,2000,94250
Rikard,Goodburn,F,660,204-4763,ASHBURN,MO,63433,M,N,25000,6.0,0,4200,0,94265
Ayman,Zeidenstein,M,903,711-2593,MATHIS,TX,78368,S,N,80000,0.0,0,0,0,94268
Georgia,Veretennikov,F,228,925-9632,MARIETTA,MS,38856,S,N,45000,5.0,6000,0,0,94319
Lanju,Lorys,F,803,492-1901,CONVERSE,SC,29329,S,Y,95000,7.0,3300,0,3300,94371
Grahame,Oogane,M,907,635-1535,RUSSIAN MISSION,AK,99657,S,N,65000,0.0,0,0,0,94439
Anderson,Gore,F,304,646-8900,RIVERTON,WV,26814,S,Y,10000,3.0,2000,0,2000,94448
Keun,Ince,M,931,342-5952,EVA,TN,38333,M,N,20000,0.0,0,0,0,94459
Yanxiang,Dimitriev,M,605,730-1185,MENNO,SD,57045,M,Y,90000,0.0,0,0,0,94468
Coke,Knecht,F,816,822-7345,RIVES,MO,63875,S,N,95000,6.0,2100,0,0,94477
Luia,Everling,F,980,922-1963,CHARLOTTE,NC,28271,M,Y,5000,6.0,0,6600,3300,94528
Bern,Reiher,F,503,271-1772,PORTLAND,OR,97221,S,Y,80000,9.0,159,0,159,94603
Ala,Danner,M,770,696-9307,TAYLORSVILLE,GA,30178,M,Y,15000,6.0,0,5400,3000,94626
Airi,Vierke,F,971,106-8765,ALVADORE,OR,97409,S,N,55000,9.0,159,0,0,94653
Siddharthan,Carlsson,F,708,407-7077,CALEDONIA,IL,61011,S,Y,20000,3.0,2000,0,2000,94732
Prasad,Joobbani,F,251,283-4371,MOORESVILLE,AL,35649,S,Y,45000,5.0,1500,0,300,94757
Pranav,Salehi,F,979,624-1819,SAN ANTONIO,TX,78291,S,Y,35000,0.0,0,0,0,94763
Bodh,Shiraz,F,206,256-2855,SEATTLE,WA,98126,S,N,10000,0.0,0,0,0,94809
Slim,Even,F,727,421-2916,ODESSA,FL,33556,S,Y,10000,0.0,0,0,0,94898
Matteo,Caneve,F,228,676-3555,WATER VALLEY,MS,38965,M,Y,45000,5.0,0,12000,1500,94900
Share,Duchessi,M,940,970-9789,BULVERDE,TX,78163,S,N,75000,0.0,0,0,0,94960
Faouzi,Jakobus,M,228,779-9909,DIAMONDHEAD,MS,39525,M,Y,95000,5.0,0,12000,1500,94964
Lowell,Longobardi,F,815,360-2057,ANDALUSIA,IL,61232,S,N,5000,3.0,2000,0,0,94972
Vasudha,Ruthven,M,541,198-9824,COQUILLE,OR,97423,S,N,65000,9.0,159,0,0,94993
Ghulum,Felgentreu,F,801,421-1742,SARATOGA SPRINGS,UT,84045,S,Y,100000,7.0,2475,0,2475,95040
Barb,Bhuyan,M,985,150-9807,LENA,LA,71447,S,N,95000,6.0,4500,0,0,95054
Supriya,Flouret,M,605,365-1736,TORONTO,SD,57268,S,N,90000,0.0,0,0,0,95061
Hongchi,Asarin,F,601,234-3279,RALEIGH,MS,39153,S,Y,100000,5.0,6000,0,1500,95079
Pesech,Oettinger,F,662,511-9911,RED BANKS,MS,38661,S,N,20000,5.0,6000,0,0,95091
Saman,Manago,M,636,573-6541,ELDON,MO,65026,S,Y,100000,6.0,2100,0,1200,95100
Jobst,Gecsel,F,206,525-8678,UNIONTOWN,WA,99179,S,N,25000,0.0,0,0,0,95137
Junnosuke,Traunmuller,F,605,792-9596,ALCESTER,SD,57001,M,Y,20000,0.0,0,0,0,95140
Ahmadreza,Degtyarev,F,307,368-2945,WESTON,WY,82731,S,N,35000,0.0,0,0,0,95203
Hirendu,Bozinovic,F,503,470-8683,PORTLAND,OR,97224,S,Y,10000,9.0,159,0,159,95238
Alon,Schler,F,662,622-8108,OXFORD,MS,38655,S,Y,50000,5.0,6000,0,1500,95241
Sabrina,Zlatea,F,206,543-6244,GALVIN,WA,98544,S,Y,55000,0.0,0,0,0,95253
Adam,Schewe,F,503,914-3365,HELIX,OR,97835,S,Y,95000,9.0,159,0,159,95265
Masahito,Lohberger,F,775,755-9120,WADSWORTH,NV,89442,M,Y,5000,0.0,0,0,0,95292
Elfreda,Iino,M,435,282-5971,CANNONVILLE,UT,84718,M,Y,90000,7.0,0,4950,2475,95319
Dongho,Carreras,M,615,196-8245,TALLASSEE,TN,37878,S,Y,30000,0.0,0,0,0,95328
Houria,Prell,M,865,465-2769,CHATTANOOGA,TN,37421,S,Y,80000,0.0,0,0,0,95347
Toong,Cooley,F,217,655-4699,LENA,IL,61048,S,N,95000,3.0,2000,0,0,95437
Hudai,Gente,F,816,750-9772,CEDAR HILL,MO,63016,M,Y,30000,6.0,0,4200,1200,95452
Robi,Roure,F,509,311-2336,YAKIMA,WA,98909,S,N,45000,0.0,0,0,0,95481
Sridhar,Ermel,M,907,549-3171,PLATINUM,AK,99651,M,Y,25000,0.0,0,0,0,95521
Kesavan,Kane,M,337,442-3930,CAMPTI,LA,71411,M,N,40000,6.0,0,9000,0,95564
Cornelis,Poston,F,425,495-8307,AMANDA PARK,WA,98526,M,N,25000,0.0,0,0,0,95565
Lutz,Garnick,M,864,740-2667,GREER,SC,29651,S,Y,100000,7.0,3300,0,3300,95576
Krasimir,Feigenbaum,F,228,622-8254,WHEELER,MS,38880,S,Y,40000,5.0,6000,0,1500,95669
Namyun,Trachtman,F,256,811-6635,BREWTON,AL,36426,M,Y,30000,5.0,0,3000,300,95696
Mauno,Cha,M,870,712-7395,WYNNE,AR,72396,S,Y,90000,7.0,20,0,20,95719
Elissa,Graefe,M,337,135-2036,POWHATAN,LA,71066,S,Y,60000,6.0,4500,0,1000,95773
Domiczi,Nederhof,M,409,385-9950,WHEELER,TX,79096,S,Y,25000,0.0,0,0,0,95856
Maryam,Elenbaas,F,307,672-2310,BASIN,WY,82410,M,N,65000,0.0,0,0,0,95899
Padmavathi,Leibl,F,706,805-6873,MC RAE,GA,31055,S,Y,25000,6.0,2700,0,3000,95909
Miao,Vahdat,F,251,297-5689,HIGHLAND HOME,AL,36041,S,N,45000,5.0,1500,0,0,95913
Melven,Boujemaa,M,205,238-9811,MOBILE,AL,36604,M,N,85000,5.0,0,3000,0,95984
Tinghe,Canny,M,325,180-7208,CHRISTINE,TX,78012,M,N,80000,0.0,0,0,0,96040
Selim,Gambosi,M,912,833-8630,ATLANTA,GA,31199,M,N,60000,6.0,0,5400,0,96109
Hanmao,Mittelstras,M,912,150-9731,MACON,GA,31213,M,Y,20000,6.0,0,5400,3000,96196
Sudip,Brendel,M,252,570-5877,ROWLAND,NC,28383,M,N,10000,6.0,0,6600,0,96201
Adel,Rosendahl,F,307,278-5988,GUERNSEY,WY,82214,S,N,5000,0.0,0,0,0,96206
Tetra,Cavallo,M,936,924-4885,EL PASO,TX,79968,M,Y,100000,0.0,0,0,0,96228
Maike,Albuquerque,M,801,542-4919,NEW HARMONY,UT,84757,M,Y,15000,7.0,0,4950,2475,96231
Atilio,Romein,F,702,313-8583,GOLCONDA,NV,89414,M,Y,25000,0.0,0,0,0,96328
Sanjai,Caporal,F,605,923-7049,WARNER,SD,57479,M,Y,25000,0.0,0,0,0,96371
Naim,Hudlicka,F,307,399-4889,FRANNIE,WY,82423,M,Y,30000,0.0,0,0,0,96468
Manjunath,Segond,F,307,858-9029,JELM,WY,82063,M,N,20000,0.0,0,0,0,96517
Kazumi,Nordbotten,F,501,479-1968,CORNING,AR,72422,M,Y,85000,7.0,0,40,20,96555
Tzachi,Schrufer,F,769,421-1344,GREENVILLE,MS,38704,M,N,90000,5.0,0,12000,0,96611
Munehiko,Daun,M,843,636-6553,FLORENCE,SC,29506,M,Y,35000,7.0,0,6600,3300,96633
Elspeth,Dana,M,601,844-7602,VERONA,MS,38879,M,N,20000,5.0,0,12000,0,96663
Ricki,Brownrigg,M,770,786-8795,BUFORD,GA,30515,M,Y,15000,6.0,0,5400,3000,96748
Chanjung,Gastner,M,907,372-8158,DILLINGHAM,AK,99576,S,Y,65000,0.0,0,0,0,96759
Liqin,Roantree,F,618,662-7769,WELLINGTON,IL,60973,M,N,30000,3.0,0,4000,0,96769
Balachander,Col,F,907,987-6594,FORT WAINWRIGHT,AK,99703,M,N,90000,0.0,0,0,0,96780
Creve,Blackard,M,865,705-9638,FAIRVIEW,TN,37062,S,N,85000,0.0,0,0,0,96812
Kohkichi,Kleinschmidt,M,601,283-9396,SUNFLOWER,MS,38778,M,Y,25000,5.0,0,12000,1500,96818
Hugh,Baja,F,702,527-1976,LAS VEGAS,NV,89195,M,Y,20000,0.0,0,0,0,96823
Detlef,Brinkschulte,F,912,599-3597,MARIETTA,GA,30007,S,Y,55000,6.0,2700,0,3000,96856
Jayanti,Katsaggelos,F,360,481-8100,AUBURN,WA,98092,S,N,5000,0.0,0,0,0,96893
Maik,Berbert,M,615,534-4179,PRUDEN,TN,37851,M,N,50000,0.0,0,0,0,96897
Malcolm,Cordy,F,815,337-1192,GRAND RIDGE,IL,61325,M,Y,70000,3.0,0,4000,2000,96968
Boonserm,Vassilyev,M,205,487-4762,MONTGOMERY,AL,36191,S,Y,50000,5.0,1500,0,300,96976
Krishnamurthy,Akazan,F,682,671-7567,HUNTINGTON,TX,75949,S,N,15000,0.0,0,0,0,97032
Urs,Shinozaki,F,907,395-6102,NUNAM IQUA,AK,99666,M,N,20000,0.0,0,0,0,97068
Ajei,Tickle,F,803,495-1734,TOWNVILLE,SC,29689,M,N,60000,7.0,0,6600,0,97097
